comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,homicidios_100mhabit,criminalidad_1000habit,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,frecuencia_felicidad
Extremadura,41,mujer,nivel_moderado,no,no,no,no,4.8563,0.6511,43.3658,primero_secundaria,viudo/a,126.4832,28451.0703,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,nunca
Extremadura,62,hombre,nivel_moderado,no,no,no_puede,no,4.7058,0.5642,36.4401,primaria,casado/a,203.5264,11137.8755,hospitales_muy_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,56,hombre,nivel_alto,no,no,si,si,7.6681,0.5084,32.0312,educacion_superior,soltero/a,159.268,30355.5237,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,42,mujer,nivel_alto,si,no,no,no,6.2125,0.364,32.4811,educacion_superior,casado/a,115.3004,10938.8039,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,31,mujer,nivel_bajo,no,no_puede,no_puede,no_puede,3.9959,0.6914,21.6081,educacion_superior,casado/a,155.8482,24561.8282,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Extremadura,16,hombre,nivel_alto,si,no,no,no,2.5926,0.4484,23.4652,primero_secundaria,viudo/a,169.5883,16098.3824,hospitales_satisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,73,mujer,nivel_alto,no,no_puede,no,no,4.315,0.1856,23.3569,primero_secundaria,soltero/a,233.8746,17771.9518,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,16,mujer,nivel_alto,no,si,no_puede,no,5.3605,0.4625,29.7474,primero_secundaria,viudo/a,93.7639,22361.0293,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,51,hombre,nivel_moderado,no,no,no,no,5.7795,0.3664,41.8242,educacion_superior,viudo/a,201.6698,29748.9759,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_neutral,muy_a_menudo
Extremadura,54,hombre,nivel_alto,no,no,si,no,5.9984,0.3589,32.5435,educacion_superior,soltero/a,100.8341,19187.7491,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,24,mujer,nivel_alto,no_puede,no,si,no,2.539,0.0216,30.4475,primaria,soltero/a,157.1903,3792.117,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Extremadura,57,hombre,nivel_moderado,si,no,no,no,2.0033,0.0,25.3849,segundo_secundaria_general,viudo/a,153.2855,27245.6308,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,78,mujer,nivel_moderado,no,si,no,no,6.9099,0.2561,32.9521,estudios_primarios_incompletos,soltero/a,75.8466,14360.4454,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,66,hombre,nivel_alto,no,no,no_puede,no,2.3237,0.8471,39.8858,educacion_superior,soltero/a,166.2388,8080.6956,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,40,hombre,nivel_alto,no,si,no,no,4.8554,0.4196,42.369,educacion_superior,soltero/a,113.9515,30044.3469,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,24,hombre,nivel_alto,no,no,no,no,6.4372,0.5213,58.045,estudios_primarios_incompletos,casado/a,203.2518,21384.3047,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,86,hombre,nivel_alto,no,no,si,no,3.4598,0.2536,37.5314,primero_secundaria,soltero/a,91.7221,24832.6519,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,50,mujer,nivel_alto,si,si,no,si,3.5925,0.7311,36.7907,primero_secundaria,casado/a,117.2394,26881.8949,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,58,mujer,nivel_alto,no,no,si,no,3.0109,0.5802,29.8555,primero_secundaria,casado/a,156.3602,10663.9416,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,67,mujer,nivel_alto,no,no,no_puede,no,3.7059,0.1951,33.1091,primero_secundaria,soltero/a,172.2606,0.0,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,42,hombre,nivel_bajo,si,no_puede,no_puede,si,1.8826,0.1937,25.712,educacion_superior,casado/a,81.7493,10842.2524,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,16,hombre,nivel_bajo,no,si,no_puede,si,5.27,0.5786,36.6606,primaria,casado/a,137.3644,18800.0133,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,21,hombre,nivel_alto,no,no_puede,no_puede,si,0.0,0.5282,33.7509,segundo_secundaria_general,casado/a,111.8278,25584.4798,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,57,mujer,nivel_alto,no_puede,no,si,no,5.5444,0.436,31.7828,educacion_superior,casado/a,162.902,22875.0293,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,35,hombre,nivel_moderado,no,si,no,no,3.2812,0.6832,38.6495,educacion_superior,casado/a,94.1232,22706.3109,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,70,mujer,nivel_moderado,no,si,no,no,6.8365,0.3168,34.3801,primero_secundaria,viudo/a,156.5095,12576.8004,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,62,mujer,nivel_alto,no,no,no,no,0.0,0.335,43.0533,educacion_superior,soltero/a,139.761,20985.9648,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,85,mujer,nivel_moderado,no_puede,no,si,no,5.4268,0.1147,22.774,educacion_superior,soltero/a,204.7257,17954.4001,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_neutral,algunas_veces
Extremadura,55,mujer,nivel_moderado,no,no,si,si,1.622,0.2258,26.7174,educacion_superior,casado/a,105.7816,24487.4996,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,35,hombre,nivel_alto,si,no,si,no,3.34,0.5609,24.129,estudios_primarios_incompletos,viudo/a,137.3896,21361.2935,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,69,hombre,nivel_moderado,no,si,no,no,4.2774,0.1032,41.5974,primero_secundaria,viudo/a,177.1837,18110.5403,hospitales_neutral,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,11,mujer,nivel_alto,no,no,si,no,2.5458,0.4407,26.52,educacion_superior,casado/a,155.7985,27054.6527,hospitales_neutral,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Extremadura,51,hombre,nivel_moderado,no,si,no,si,4.316,0.3448,25.8738,educacion_superior,soltero/a,150.1415,17233.1957,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,72,mujer,nivel_bajo,no,si,no,no,4.0794,0.3304,20.1502,segundo_secundaria_general,divorciado/a,168.6817,28421.352,hospitales_satisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,50,mujer,nivel_alto,no,si,no,no,2.847,0.5351,27.5535,primaria,casado/a,97.9411,22050.5605,hospitales_neutral,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_neutral,algunas_veces
Extremadura,21,mujer,nivel_alto,no,no,si,si,4.4236,0.4545,37.8447,educacion_superior,casado/a,169.7864,21773.028,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,48,mujer,nivel_moderado,no,no,no,no,1.4418,0.3885,40.4659,estudios_primarios_incompletos,soltero/a,165.1233,28144.6601,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,51,hombre,nivel_alto,no,no,si,no,2.6899,0.7133,39.1676,analfabetos,casado/a,127.266,36356.6791,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,40,mujer,nivel_alto,no,si,si,si,2.3958,0.1392,31.4932,segundo_secundaria_general,viudo/a,182.6607,22125.8757,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,76,mujer,nivel_moderado,no,no,no,no,0.7943,0.215,24.6889,primero_secundaria,soltero/a,199.5107,24833.6567,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Extremadura,37,mujer,nivel_moderado,si,no,si,si,2.7462,0.2791,49.4602,educacion_superior,casado/a,179.8937,17819.6054,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,33,mujer,nivel_alto,si,si,si,si,5.8231,0.2843,35.1152,primaria,soltero/a,89.9199,10596.4656,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,49,mujer,nivel_alto,si,no,no,no,1.3547,0.0,37.8468,primero_secundaria,viudo/a,160.1369,17396.2932,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,25,hombre,nivel_bajo,no,no,no,no_puede,0.0,0.2813,45.3741,educacion_superior,casado/a,101.708,26306.8013,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,37,hombre,nivel_alto,si,no,si,no,0.2588,0.6994,34.5558,segundo_secundaria_general,viudo/a,180.4162,29341.8341,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,42,hombre,nivel_moderado,si,no,si,no,0.2278,0.0,33.9797,primero_secundaria,divorciado/a,150.4912,24244.545,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,81,hombre,nivel_bajo,si,si,si,no,4.1399,0.3324,54.6388,primaria,soltero/a,72.2642,9310.7083,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,15,mujer,nivel_bajo,si,no,si,no,1.995,0.1088,32.7823,educacion_superior,casado/a,131.5573,18538.2325,hospitales_muy_satisfecho/a,dentistas_insatisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,29,hombre,nivel_alto,no,si,si,no,6.1594,0.437,40.3076,segundo_secundaria_general,casado/a,142.3298,21266.1983,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,27,hombre,nivel_alto,si,si,no,no,6.7643,0.2919,38.6669,segundo_secundaria_general,casado/a,91.6445,21880.4635,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,90,mujer,nivel_alto,no,no,si,no,2.3195,0.4671,29.7267,primero_secundaria,casado/a,124.9379,29015.4519,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,78,mujer,nivel_alto,no,no_puede,si,no,2.9481,0.1612,45.6301,educacion_superior,casado/a,169.8944,17463.9281,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,28,mujer,nivel_alto,no,no,no,no,5.1676,0.2259,32.6682,primaria,casado/a,151.2508,21576.5159,hospitales_neutral,dentistas_muy_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,51,hombre,nivel_bajo,no,si,no_puede,no,3.5252,0.3806,16.8713,educacion_superior,soltero/a,115.8506,20162.119,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,19,mujer,nivel_alto,no,no,no_puede,no,3.7281,0.8845,25.5102,primero_secundaria,soltero/a,144.7916,20119.7489,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_neutral,muy_a_menudo
Extremadura,36,hombre,nivel_bajo,no,no,si,no,4.6664,0.2424,35.2353,analfabetos,soltero/a,82.3499,30502.9074,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,36,mujer,nivel_moderado,no_puede,no,si,si,0.0,0.0129,44.394,educacion_superior,soltero/a,121.4703,14268.9274,hospitales_neutral,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,54,mujer,nivel_alto,si,si,no,no,0.04,0.3533,44.9203,educacion_superior,casado/a,142.8126,31232.1542,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Extremadura,81,hombre,nivel_moderado,no,si,no,no,0.6864,0.5638,28.3049,educacion_superior,soltero/a,178.5653,17692.3493,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,65,mujer,nivel_bajo,no,no,no,no,3.7839,0.3632,16.5602,primero_secundaria,casado/a,160.3227,22529.3183,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,51,mujer,nivel_alto,si,no,si,no,3.2944,0.6949,40.4503,segundo_secundaria_profesional,casado/a,162.1613,29395.3129,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_muy_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,68,hombre,nivel_bajo,si,no,si,no,2.5503,0.2382,40.3267,segundo_secundaria_profesional,soltero/a,132.964,24724.1323,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,48,hombre,nivel_alto,si,no,no,no,5.0828,0.3745,0.9304,educacion_superior,soltero/a,147.2423,27144.5762,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_neutral,algunas_veces
Extremadura,63,mujer,nivel_moderado,no,no_puede,no,no,1.2361,0.3636,33.2292,segundo_secundaria_general,viudo/a,131.3686,19873.8645,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,69,mujer,nivel_moderado,no_puede,no,no,no_puede,1.7516,0.2672,38.1376,primero_secundaria,soltero/a,110.7,13094.9128,hospitales_insatisfecho/a,dentistas_muy_satisfecho/a,especialistas_muy_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,31,hombre,nivel_alto,no,si,si,no,2.3728,0.3264,33.8964,educacion_superior,casado/a,112.3365,27491.9961,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,71,mujer,nivel_alto,si,si,si,no,4.3761,0.1906,42.0774,educacion_superior,casado/a,181.3123,8592.1313,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,53,mujer,nivel_moderado,no,no,no,no,7.2638,0.3142,49.9173,educacion_superior,casado/a,180.0933,24099.9105,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,48,hombre,nivel_moderado,no_puede,no_puede,si,no_puede,2.1635,0.2237,23.5493,segundo_secundaria_general,casado/a,187.1716,24180.8672,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_muy_satisfecho/a,medGeneral_muy_satisfecho/a,nunca
Extremadura,41,hombre,nivel_alto,si,no_puede,no,no,4.8457,0.1272,12.4933,segundo_secundaria_profesional,soltero/a,59.0679,30327.3301,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_muy_insatisfecho/a,algunas_veces
Extremadura,33,hombre,nivel_alto,no,si,no,no,2.6248,0.1904,35.8428,primero_secundaria,soltero/a,115.9746,25693.1693,hospitales_insatisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,48,mujer,nivel_moderado,si,no,no,no,4.8028,0.1237,9.9508,primero_secundaria,soltero/a,150.1278,18950.8094,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,muy_a_menudo
Extremadura,23,hombre,nivel_moderado,si,no,no,no,4.4603,0.7155,16.0279,estudios_primarios_incompletos,casado/a,176.8926,16914.2293,hospitales_neutral,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,58,hombre,nivel_alto,no,no,no,no,6.6909,0.2064,25.4818,primero_secundaria,divorciado/a,93.5732,28859.1862,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,76,hombre,nivel_moderado,no,no,no,no,0.3771,0.136,46.3816,primaria,soltero/a,169.9484,33560.6886,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Extremadura,67,mujer,nivel_moderado,no_puede,no,no,no,2.9976,0.224,35.6515,segundo_secundaria_profesional,divorciado/a,103.4677,28596.2274,hospitales_muy_satisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,55,mujer,nivel_bajo,no,no_puede,no_puede,no,1.981,0.4729,18.6056,segundo_secundaria_profesional,casado/a,177.9968,34258.4412,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_insatisfecho/a,muy_a_menudo
Extremadura,47,mujer,nivel_alto,no,no,si,no,4.6279,0.5046,38.7176,primero_secundaria,soltero/a,84.6326,24773.0835,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,63,mujer,nivel_moderado,no,no,no,no,1.5293,0.1913,52.634,estudios_primarios_incompletos,casado/a,225.3935,28259.4869,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,20,mujer,nivel_alto,si,no,no,no,4.8074,0.0,48.6581,estudios_primarios_incompletos,soltero/a,160.6023,12850.8528,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,13,mujer,nivel_moderado,no,no,si,no,2.5759,0.4013,51.0801,primaria,casado/a,74.2369,13031.8536,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,74,hombre,nivel_moderado,no,no,no,no,7.092,0.0,28.7326,educacion_superior,soltero/a,189.6993,26785.0501,hospitales_satisfecho/a,dentistas_neutral,especialistas_satisfecho/a,medGeneral_muy_insatisfecho/a,muy_a_menudo
Extremadura,43,mujer,nivel_moderado,si,si,no,no_puede,6.306,0.2401,23.9019,primero_secundaria,casado/a,191.5754,41568.2943,hospitales_satisfecho/a,dentistas_muy_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,55,hombre,nivel_bajo,no_puede,no_puede,si,no_puede,3.2419,0.6406,20.7147,educacion_superior,soltero/a,170.2682,15731.0414,hospitales_muy_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
Extremadura,40,mujer,nivel_moderado,si,si,no,no,3.0722,0.3953,8.2454,segundo_secundaria_profesional,casado/a,140.6425,14131.8326,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,algunas_veces
Extremadura,44,mujer,nivel_moderado,no,si,no,si,3.5637,0.1479,34.1246,primero_secundaria,soltero/a,173.4303,11125.4562,hospitales_muy_insatisfecho/a,dentistas_neutral,especialistas_neutral,medGeneral_muy_satisfecho/a,algunas_veces
Extremadura,68,hombre,nivel_bajo,si,no,no,no,4.1045,0.2552,31.0325,primero_secundaria,soltero/a,128.244,20715.4379,hospitales_neutral,dentistas_neutral,especialistas_satisfecho/a,medGeneral_neutral,muy_a_menudo
Extremadura,38,hombre,nivel_moderado,no,si,si,no,4.5673,0.2196,39.0661,primero_secundaria,soltero/a,164.0428,25218.7237,hospitales_neutral,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,62,hombre,nivel_alto,si,no,no,no,1.9658,0.4419,33.1719,segundo_secundaria_profesional,soltero/a,126.5621,26381.2506,hospitales_muy_insatisfecho/a,dentistas_satisfecho/a,especialistas_insatisfecho/a,medGeneral_satisfecho/a,muy_a_menudo
Extremadura,68,mujer,nivel_alto,no,si,si,no,7.2205,0.0105,34.4863,primaria,casado/a,190.983,28663.5968,hospitales_satisfecho/a,dentistas_satisfecho/a,especialistas_neutral,medGeneral_satisfecho/a,algunas_veces
