comunidad_autonoma,edad,genero,actividad_fisica,asistencia_cine,asistencia_directos,asistencia_cultural,asistencia_deporte,dias_alta_contaminacion,estudios,estado_civil,horasTrabajadas_mes,salario_anual,satisf_hospitales,satisf_dentistas,satisf_especialistas,satisf_medGeneral,percepcion_seguridad
Extremadura,21,mujer,nivel_alto,no,no,si,si,4.4236,educacion_superior,casado/a,169.7864,21773.028,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.766755481039342
Extremadura,48,mujer,nivel_moderado,no,no,no,no,1.4418,estudios_primarios_incompletos,soltero/a,165.1233,28144.6601,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.689426491841213
Extremadura,51,hombre,nivel_alto,no,no,si,no,2.6899,analfabetos,casado/a,127.266,36356.6791,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.495939170287962
Extremadura,40,mujer,nivel_alto,no,si,si,si,2.3958,segundo_secundaria_general,viudo/a,182.6607,22125.8757,satisfecho/a,muy_satisfecho/a,insatisfecho/a,satisfecho/a,8.331225386480059
Extremadura,76,mujer,nivel_bajo,no,no,no,no,0.7943,primero_secundaria,soltero/a,199.5107,24833.6567,neutral,muy_satisfecho/a,satisfecho/a,muy_satisfecho/a,8.607762639004598
Extremadura,37,mujer,nivel_moderado,si,no,si,si,2.7462,educacion_superior,casado/a,179.8937,17819.6054,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.331187129325531
Extremadura,33,mujer,nivel_alto,si,si,si,si,5.8231,primaria,soltero/a,89.9199,10596.4656,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.036867895314733
Extremadura,49,mujer,nivel_alto,si,no,no,no,1.3547,primero_secundaria,viudo/a,160.1369,17396.2932,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.12729716195969
Extremadura,25,hombre,nivel_bajo,no,no,no,no_puede,0.0,educacion_superior,casado/a,101.708,26306.8013,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.53162631934495
Extremadura,37,hombre,nivel_alto,si,no,si,no,0.2588,segundo_secundaria_general,viudo/a,180.4162,29341.8341,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.735165940382715
Extremadura,42,hombre,nivel_moderado,si,no,si,no,0.2278,primero_secundaria,divorciado/a,150.4912,24244.545,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.318645681384996
Extremadura,81,hombre,nivel_bajo,si,si,si,no,4.1399,primaria,soltero/a,72.2642,9310.7083,muy_satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.032650562405246
Extremadura,15,mujer,nivel_bajo,si,no,si,no,1.995,primero_secundaria,soltero/a,0.0,0.0,muy_satisfecho/a,insatisfecho/a,satisfecho/a,muy_satisfecho/a,8.291561637315056
Extremadura,29,hombre,nivel_alto,no,si,si,no,6.1594,segundo_secundaria_general,casado/a,142.3298,21266.1983,neutral,satisfecho/a,neutral,satisfecho/a,7.658774623356488
Extremadura,27,hombre,nivel_alto,si,si,no,no,6.7643,segundo_secundaria_general,casado/a,91.6445,21880.4635,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.855095130337967
Extremadura,90,mujer,nivel_bajo,no,no,si,no,2.3195,primero_secundaria,casado/a,124.9379,29015.4519,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.158445286112041
Extremadura,78,mujer,nivel_bajo,no,no_puede,si,no,2.9481,educacion_superior,casado/a,169.8944,17463.9281,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.614258455379202
Extremadura,28,mujer,nivel_alto,no,no,no,no,5.1676,primaria,casado/a,151.2508,21576.5159,neutral,muy_satisfecho/a,satisfecho/a,satisfecho/a,8.204288626359821
Extremadura,51,hombre,nivel_bajo,no,si,no_puede,no,3.5252,educacion_superior,soltero/a,115.8506,20162.119,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.863182862811986
Extremadura,19,mujer,nivel_alto,no,no,no_puede,no,3.7281,primero_secundaria,soltero/a,144.7916,20119.7489,satisfecho/a,satisfecho/a,neutral,neutral,8.03587576184917
Extremadura,36,hombre,nivel_bajo,no,no,si,no,4.6664,analfabetos,soltero/a,82.3499,30502.9074,satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.064172845680735
Extremadura,36,mujer,nivel_moderado,no_puede,no,si,si,0.0,educacion_superior,soltero/a,121.4703,14268.9274,neutral,neutral,muy_satisfecho/a,satisfecho/a,7.793098091692742
Extremadura,54,mujer,nivel_alto,si,si,no,no,0.04,educacion_superior,casado/a,142.8126,31232.1542,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.496948886159004
Extremadura,81,hombre,nivel_bajo,no,si,no,no,0.6864,educacion_superior,soltero/a,178.5653,17692.3493,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.152066155803606
Extremadura,65,mujer,nivel_bajo,no,no,no,no,3.7839,primero_secundaria,casado/a,160.3227,22529.3183,satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.892383339626772
Extremadura,51,mujer,nivel_alto,si,no,si,no,3.2944,segundo_secundaria_profesional_,casado/a,162.1613,29395.3129,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,7.447070104613486
Extremadura,68,hombre,nivel_bajo,si,no,si,no,2.5503,segundo_secundaria_profesional_,soltero/a,132.964,24724.1323,neutral,neutral,satisfecho/a,satisfecho/a,7.8155772641590096
Extremadura,48,hombre,nivel_alto,si,no,no,no,5.0828,educacion_superior,soltero/a,147.2423,27144.5762,neutral,satisfecho/a,neutral,neutral,9.65679712739162
Extremadura,63,mujer,nivel_moderado,no,no_puede,no,no,1.2361,segundo_secundaria_general,viudo/a,131.3686,19873.8645,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.067264804471133
Extremadura,69,mujer,nivel_moderado,no_puede,no,no,no_puede,1.7516,primero_secundaria,soltero/a,110.7,13094.9128,insatisfecho/a,muy_satisfecho/a,muy_insatisfecho/a,satisfecho/a,7.900884939517427
Extremadura,31,hombre,nivel_alto,no,si,si,no,2.3728,educacion_superior,casado/a,112.3365,27491.9961,satisfecho/a,neutral,satisfecho/a,satisfecho/a,8.063769174369385
Extremadura,71,mujer,nivel_alto,si,si,si,no,4.3761,educacion_superior,casado/a,181.3123,8592.1313,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.766721214414902
Extremadura,53,mujer,nivel_moderado,no,no,no,no,7.2638,educacion_superior,casado/a,180.0933,24099.9105,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.280717462139852
Extremadura,48,hombre,nivel_moderado,no_puede,no_puede,si,no_puede,2.1635,segundo_secundaria_general,casado/a,187.1716,24180.8672,muy_insatisfecho/a,neutral,muy_satisfecho/a,muy_satisfecho/a,8.657247900049944
Extremadura,41,hombre,nivel_alto,si,no_puede,no,no,4.8457,segundo_secundaria_profesional_,soltero/a,59.0679,30327.3301,muy_insatisfecho/a,satisfecho/a,neutral,muy_insatisfecho/a,9.280884108578523
Extremadura,33,hombre,nivel_alto,no,si,no,no,2.6248,primero_secundaria,soltero/a,115.9746,25693.1693,insatisfecho/a,satisfecho/a,satisfecho/a,neutral,8.075375034514973
Extremadura,48,mujer,nivel_moderado,si,no,no,no,4.8028,primero_secundaria,soltero/a,150.1278,18950.8094,neutral,neutral,satisfecho/a,muy_satisfecho/a,9.40946715773378
Extremadura,23,hombre,nivel_moderado,si,no,no,no,4.4603,estudios_primarios_incompletos,casado/a,176.8926,16914.2293,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.639172223854228
Extremadura,58,hombre,nivel_alto,no,no,no,no,6.6909,primero_secundaria,divorciado/a,93.5732,28859.1862,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.575353139494968
Extremadura,76,hombre,nivel_bajo,no,no,no,no,0.3771,primaria,soltero/a,169.9484,33560.6886,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.597069569301233
Extremadura,67,mujer,nivel_moderado,no_puede,no,no,no,2.9976,segundo_secundaria_profesional_,divorciado/a,103.4677,28596.2274,muy_satisfecho/a,neutral,neutral,satisfecho/a,8.058179188473078
Extremadura,55,mujer,nivel_bajo,no,no_puede,no_puede,no,1.981,segundo_secundaria_profesional_,casado/a,177.9968,34258.4412,satisfecho/a,satisfecho/a,neutral,insatisfecho/a,8.704127702620974
Extremadura,47,mujer,nivel_alto,no,no,si,no,4.6279,primero_secundaria,soltero/a,84.6326,24773.0835,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.683809060763581
Extremadura,63,mujer,nivel_moderado,no,no,no,no,1.5293,estudios_primarios_incompletos,casado/a,225.3935,28259.4869,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.243813154133275
Extremadura,20,mujer,nivel_alto,si,no,no,no,4.8074,estudios_primarios_incompletos,soltero/a,160.6023,12850.8528,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.592341704882601
Extremadura,13,mujer,nivel_moderado,no,no,si,no,2.5759,primaria,soltero/a,0.0,0.0,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.154066972076517
Extremadura,74,hombre,nivel_moderado,no,no,no,no,7.092,educacion_superior,soltero/a,189.6993,26785.0501,satisfecho/a,neutral,satisfecho/a,muy_insatisfecho/a,8.578278175056358
Extremadura,43,mujer,nivel_moderado,si,si,no,no_puede,6.306,primero_secundaria,casado/a,191.5754,41568.2943,satisfecho/a,muy_satisfecho/a,neutral,satisfecho/a,8.626787455544562
Extremadura,55,hombre,nivel_bajo,no_puede,no_puede,si,no_puede,3.2419,educacion_superior,soltero/a,170.2682,15731.0414,muy_satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.466697137199004
Extremadura,40,mujer,nivel_moderado,si,si,no,no,3.0722,segundo_secundaria_profesional_,casado/a,140.6425,14131.8326,satisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,9.278337790008873
Extremadura,44,mujer,nivel_moderado,no,si,no,si,3.5637,primero_secundaria,soltero/a,173.4303,11125.4562,muy_insatisfecho/a,neutral,neutral,muy_satisfecho/a,8.194117265726945
Extremadura,68,hombre,nivel_bajo,si,no,no,no,4.1045,primero_secundaria,soltero/a,128.244,20715.4379,neutral,neutral,satisfecho/a,neutral,8.261975388527496
Extremadura,38,hombre,nivel_moderado,no,si,si,no,4.5673,primero_secundaria,soltero/a,164.0428,25218.7237,neutral,satisfecho/a,neutral,satisfecho/a,7.892712283704558
Extremadura,62,hombre,nivel_alto,si,no,no,no,1.9658,segundo_secundaria_profesional_,soltero/a,126.5621,26381.2506,muy_insatisfecho/a,satisfecho/a,insatisfecho/a,satisfecho/a,8.007969051174218
Extremadura,68,mujer,nivel_alto,no,si,si,no,7.2205,primaria,casado/a,190.983,28663.5968,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.285246789142956
Extremadura,25,hombre,nivel_alto,no,si,no,no,2.2712,primero_secundaria,soltero/a,131.5226,27726.2957,muy_insatisfecho/a,neutral,muy_insatisfecho/a,satisfecho/a,7.855597158805349
Extremadura,88,hombre,nivel_bajo,no,no,no,no,2.401,primero_secundaria,soltero/a,158.7572,16246.435,muy_insatisfecho/a,satisfecho/a,neutral,muy_satisfecho/a,7.504658805199014
Extremadura,18,hombre,nivel_moderado,no,no,no,no,1.4962,primero_secundaria,soltero/a,132.9555,20355.4403,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.541053512864107
Extremadura,44,hombre,nivel_moderado,no,no,no,no_puede,4.6187,educacion_superior,casado/a,85.6736,27553.7815,muy_satisfecho/a,satisfecho/a,muy_insatisfecho/a,satisfecho/a,6.905387959565637
Extremadura,48,mujer,nivel_moderado,si,no_puede,si,no,1.4413,primaria,casado/a,79.0449,33328.4364,neutral,neutral,satisfecho/a,satisfecho/a,7.779314108983976
Extremadura,70,mujer,nivel_alto,si,no,no,no,2.4658,segundo_secundaria_general,soltero/a,212.4615,18593.4455,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.727958986914356
Extremadura,25,hombre,nivel_bajo,no,no_puede,si,no,4.09,educacion_superior,soltero/a,150.853,26991.2019,satisfecho/a,satisfecho/a,neutral,satisfecho/a,8.290540393434446
Extremadura,51,mujer,nivel_alto,no,si,no,si,0.5649,segundo_secundaria_general,viudo/a,90.1106,18773.3401,neutral,neutral,satisfecho/a,satisfecho/a,8.754567875239795
Extremadura,41,mujer,nivel_moderado,si,no,no,no,4.4235,segundo_secundaria_profesional_,soltero/a,140.9187,24824.983,muy_satisfecho/a,satisfecho/a,satisfecho/a,neutral,8.555677510417233
Extremadura,77,mujer,nivel_bajo,no,si,no,no,1.793,segundo_secundaria_profesional_,divorciado/a,185.6282,25906.6152,satisfecho/a,satisfecho/a,insatisfecho/a,neutral,8.474546296351289
Extremadura,22,mujer,nivel_bajo,si,no,no,no,7.9083,primero_secundaria,soltero/a,149.318,25382.1861,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.362652776593476
Extremadura,33,hombre,nivel_alto,no,no,no,si,3.0737,primaria,soltero/a,151.1704,25224.9176,neutral,satisfecho/a,satisfecho/a,muy_insatisfecho/a,8.130892559082893
Extremadura,65,hombre,nivel_alto,no,no,si,no,1.6496,primero_secundaria,casado/a,93.7639,19357.9209,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.924576428672978
Extremadura,39,mujer,nivel_moderado,no,no,si,no,1.1427,educacion_superior,viudo/a,188.3936,18242.3793,neutral,satisfecho/a,satisfecho/a,muy_insatisfecho/a,8.365492759906857
Extremadura,83,hombre,nivel_bajo,no,si,si,no,2.3019,segundo_secundaria_profesional_,casado/a,174.1481,24095.0064,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,9.029869015493002
Extremadura,12,mujer,nivel_moderado,no,no,no,no,1.8578,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.360740292056588
Extremadura,43,mujer,nivel_alto,no,no_puede,no,no,1.2142,educacion_superior,casado/a,98.4278,30112.4281,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.207852084573568
Extremadura,19,hombre,nivel_alto,no,si,no,si,2.881,primero_secundaria,soltero/a,158.9242,27443.8131,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.867664160535748
Extremadura,50,hombre,nivel_alto,no,no,no_puede,no,3.5429,segundo_secundaria_general,viudo/a,207.1716,23400.7375,neutral,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.47710081607529
Extremadura,89,mujer,nivel_bajo,no,no,si,no,0.3405,primero_secundaria,soltero/a,91.3555,9772.4647,neutral,neutral,satisfecho/a,satisfecho/a,8.606369410369217
Extremadura,39,mujer,nivel_alto,no,no,si,si,3.1247,primero_secundaria,casado/a,173.0508,29631.6918,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,9.543923944182133
Extremadura,58,mujer,nivel_alto,si,no,si,no,1.9314,primero_secundaria,casado/a,148.2865,26343.0944,neutral,satisfecho/a,neutral,satisfecho/a,7.843449419231869
Extremadura,31,hombre,nivel_bajo,no,si,no,no,4.001,educacion_superior,viudo/a,132.6408,14294.0316,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.619782414279545
Extremadura,45,hombre,nivel_alto,si,si,si,si,2.512,primaria,casado/a,170.954,23092.2109,satisfecho/a,satisfecho/a,neutral,satisfecho/a,7.422092717519941
Extremadura,53,mujer,nivel_alto,no,no,no_puede,si,0.0,primero_secundaria,casado/a,164.6907,22026.7448,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.679005777857995
Extremadura,32,mujer,nivel_bajo,no,no,no_puede,no,2.6497,primaria,casado/a,136.1911,16202.6892,muy_insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.224733866845055
Extremadura,61,hombre,nivel_alto,si,no,no_puede,no,5.788,primero_secundaria,soltero/a,68.3017,31025.5162,satisfecho/a,neutral,satisfecho/a,muy_satisfecho/a,7.619213814156147
Extremadura,46,mujer,nivel_moderado,no,no,si,no,6.3792,educacion_superior,soltero/a,148.4185,17897.0814,neutral,satisfecho/a,neutral,neutral,7.9981019034405225
Extremadura,77,mujer,nivel_bajo,si,no,si,no,2.6058,segundo_secundaria_general,soltero/a,103.4453,21190.8178,muy_insatisfecho/a,muy_satisfecho/a,neutral,muy_satisfecho/a,7.529879281392674
Extremadura,30,hombre,nivel_moderado,si,no_puede,no,no,2.7741,primero_secundaria,casado/a,162.8594,21920.2457,neutral,satisfecho/a,neutral,neutral,7.774872177272249
Extremadura,83,mujer,nivel_bajo,si,si,no_puede,si,5.0024,primero_secundaria,soltero/a,172.2591,33076.2992,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.880374434654534
Extremadura,26,hombre,nivel_alto,no,no,si,no_puede,0.0,educacion_superior,casado/a,140.813,22045.6001,neutral,satisfecho/a,muy_insatisfecho/a,satisfecho/a,8.521365648095665
Extremadura,13,mujer,nivel_bajo,no_puede,si,no,no,2.3131,primaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.818411682610901
Extremadura,55,hombre,nivel_moderado,no_puede,si,no,no,2.1735,educacion_superior,viudo/a,166.617,20314.3581,satisfecho/a,satisfecho/a,muy_satisfecho/a,neutral,8.239473592095097
Extremadura,64,mujer,nivel_alto,si,no,si,no_puede,4.0523,estudios_primarios_incompletos,casado/a,88.895,17028.7817,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.676126466445191
Extremadura,49,mujer,nivel_bajo,no,no,si,no,0.4803,primero_secundaria,soltero/a,175.0968,17951.5996,muy_satisfecho/a,neutral,insatisfecho/a,muy_satisfecho/a,6.974003495147509
Extremadura,13,hombre,nivel_bajo,no,si,si,no,1.4243,primero_secundaria,soltero/a,0.0,0.0,muy_satisfecho/a,satisfecho/a,satisfecho/a,insatisfecho/a,6.435944669845526
Extremadura,97,hombre,nivel_bajo,si,no,no,no,2.0146,educacion_superior,soltero/a,84.3507,25495.1599,muy_satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.875722974042418
Extremadura,21,hombre,nivel_bajo,no,no_puede,no,si,1.8493,educacion_superior,casado/a,131.1914,17408.1331,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.030091998062082
Extremadura,70,mujer,nivel_moderado,no,no,no,no,0.5865,primaria,soltero/a,71.736,9442.3544,satisfecho/a,satisfecho/a,insatisfecho/a,neutral,9.07233994696621
Extremadura,79,mujer,nivel_bajo,no_puede,no,si,no,3.9771,estudios_primarios_incompletos,soltero/a,181.7706,17235.4602,neutral,satisfecho/a,satisfecho/a,satisfecho/a,8.637003103573116
Extremadura,28,mujer,nivel_alto,no,si,si,no,5.4943,primaria,casado/a,137.4682,27946.6234,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.085835419601523
Extremadura,73,hombre,nivel_moderado,no,no_puede,no_puede,si,5.6162,primaria,casado/a,103.6861,16520.9219,neutral,neutral,muy_satisfecho/a,satisfecho/a,7.0145418094191605
Extremadura,47,mujer,nivel_moderado,no,no,si,no,3.9073,segundo_secundaria_general,soltero/a,117.1964,20182.4855,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.7437213916985455
Extremadura,78,hombre,nivel_bajo,si,no,no,si,6.8785,estudios_primarios_incompletos,casado/a,194.1729,17945.9123,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.178686935873525
Extremadura,76,mujer,nivel_bajo,si,no,no_puede,no,6.2882,primero_secundaria,casado/a,171.309,14384.7712,insatisfecho/a,satisfecho/a,satisfecho/a,neutral,8.465143969013557
Extremadura,67,mujer,nivel_moderado,no_puede,si,no,si,0.0,educacion_superior,casado/a,135.5395,31477.5544,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.018445480331408
Extremadura,36,hombre,nivel_bajo,no,si,si,no,1.7736,primero_secundaria,casado/a,206.504,18872.5426,satisfecho/a,neutral,satisfecho/a,satisfecho/a,7.720921801283055
Extremadura,50,hombre,nivel_moderado,no,no,no,no,2.0877,educacion_superior,soltero/a,129.5485,22400.1913,muy_satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.983515155420827
Extremadura,86,mujer,nivel_bajo,no,no,no,no,5.0234,educacion_superior,casado/a,140.512,35397.7857,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.58931223355168
Extremadura,39,hombre,nivel_moderado,no,si,no,si,2.5773,educacion_superior,soltero/a,164.6312,23291.1462,satisfecho/a,satisfecho/a,muy_satisfecho/a,muy_satisfecho/a,7.760213444605369
Extremadura,41,hombre,nivel_bajo,no,si,no,no,3.6985,primero_secundaria,soltero/a,122.3057,28773.1621,neutral,satisfecho/a,insatisfecho/a,satisfecho/a,6.92020743840716
Extremadura,62,mujer,nivel_alto,si,no,no_puede,no,3.5598,educacion_superior,viudo/a,179.6603,28337.7155,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.829076100839705
Extremadura,15,mujer,nivel_alto,no,si,si,si,0.2241,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,satisfecho/a,neutral,7.900189367953606
Extremadura,34,mujer,nivel_alto,no,no,si,no,0.0,primaria,casado/a,120.4283,36217.5883,satisfecho/a,satisfecho/a,muy_satisfecho/a,insatisfecho/a,7.536264728061546
Extremadura,25,hombre,nivel_alto,si,no,no_puede,si,4.7173,educacion_superior,casado/a,174.1914,15793.4808,satisfecho/a,muy_satisfecho/a,satisfecho/a,satisfecho/a,7.830163112107551
Extremadura,44,hombre,nivel_alto,no,no,si,no,1.0437,primaria,soltero/a,112.5105,9741.5959,neutral,satisfecho/a,satisfecho/a,muy_satisfecho/a,7.63173938321446
Extremadura,42,hombre,nivel_alto,si,no,no,no,3.3359,estudios_primarios_incompletos,casado/a,87.0879,15153.9275,satisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,7.970209384238179
Extremadura,58,hombre,nivel_alto,no_puede,no,si,no,2.5096,primero_secundaria,soltero/a,101.1111,9292.7368,neutral,satisfecho/a,neutral,satisfecho/a,8.277563362757393
Extremadura,45,hombre,nivel_moderado,no,no,si,no_puede,0.9326,primero_secundaria,casado/a,212.2321,25420.2727,neutral,satisfecho/a,neutral,satisfecho/a,7.207897846540536
Extremadura,27,hombre,nivel_alto,no_puede,no_puede,no,no,3.3899,educacion_superior,soltero/a,142.367,28597.3477,satisfecho/a,satisfecho/a,muy_satisfecho/a,satisfecho/a,8.604916071555294
Extremadura,12,mujer,nivel_bajo,no,no_puede,no_puede,no,5.6604,primero_secundaria,soltero/a,0.0,0.0,satisfecho/a,satisfecho/a,satisfecho/a,muy_satisfecho/a,8.515056403106005
Extremadura,54,mujer,nivel_moderado,no,no,no,no,1.3887,educacion_superior,soltero/a,165.4353,15000.4701,insatisfecho/a,satisfecho/a,satisfecho/a,satisfecho/a,8.116157893454607
Extremadura,63,mujer,nivel_moderado,si,si,no,no,0.0,segundo_secundaria_general,soltero/a,178.0483,15272.2435,neutral,satisfecho/a,satisfecho/a,satisfecho/a,7.5191947784318
Extremadura,83,hombre,nivel_bajo,no,no_puede,no,no,5.0855,primero_secundaria,casado/a,150.8459,11210.4795,neutral,neutral,satisfecho/a,muy_insatisfecho/a,7.876058105854176
